laptop_ID,Company,Product,TypeName,Inches,Resolution_X,Resolution_Y,cat_resolution,Is_touch,CPU_Brand,CPU_Model,SSD,HDD,CPU_Frec,Ram,GPU_Brand,GPU_Model,Is_GPU_dedicated,OpSys,Weight,Price_euros
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920,1080,Full HD,0,AMD,A12-Series 9720P,512.0,0,3.6,12.0,AMD,Radeon 530,1,Windows,2.2,949.0
464,Microsoft,Surface Laptop,Ultrabook,13.5,2256,1504,Full HD,1,Intel,Core M m3-7Y30,128.0,0,2.2,4.0,Intel,HD Graphics 615,0,Windows,1.252,989.0
1000,HP,Probook 450,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,Intel,HD Graphics 620,0,Windows,2.04,806.0
18,Apple,MacBook Pro,Ultrabook,15.4,2880,1800,QHD,0,Intel,Core i7,512.0,0,2.9,14.0,AMD,Radeon Pro 560,1,macOS,1.83,2787.0
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 8250U,256.0,0,1.6,4.0,Intel,UHD Graphics 620,0,Windows,1.8,829.0
1216,Acer,Aspire 3,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,1024,2.0,4.0,Intel,HD Graphics 500,0,Linux,2.1,272.0
936,HP,Envy 13-AB077cl,Ultrabook,13.3,3200,1800,QHD,1,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.39,1149.0
558,Dell,Latitude 5580,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.9,1116.99
744,HP,ZBook 15,Workstation,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,0,2.8,14.0,Nvidia,Quadro M2200,1,Windows,2.6,2419.0
321,HP,Spectre x360,Convertible,13.3,3840,2160,4K UHD,1,Intel,Core i7 8550U,640.0,0,1.8,14.0,Intel,UHD Graphics 620,0,Windows,1.29,2449.0
476,Lenovo,Thinkpad T460s,Ultrabook,14.0,2560,1440,QHD,0,Intel,Core i7 6600U,256.0,0,2.6,12.0,Intel,HD Graphics 520,0,Windows,1.4,1858.0
1011,Acer,Aspire ES1-533,Notebook,15.6,1366,768,HD,0,Intel,Pentium Quad Core N4200,0.0,500,1.1,4.0,Intel,HD Graphics 505,0,Windows,2.4,380.0
133,Dell,Inspiron 5567,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,AMD,Radeon R7 M445,1,Windows,2.36,638.99
1138,Dell,Latitude E5570,Notebook,15.6,1366,768,HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Linux,2.09,523.63
156,MSI,GE73VR 7RE,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 1060,1,Windows,2.8,1890.0
63,Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i3 7130U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Chrome OS,1.7,599.0
1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 6100U,128.0,0,2.3,6.0,Nvidia,GeForce 920MX,1,Windows,2.4,569.0
40,HP,ProBook 450,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 8250U,256.0,0,1.6,8.0,Nvidia,GeForce 930MX,1,Windows,2.1,879.0
242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,1920,1080,Full HD,0,AMD,A10-Series A10-9620P,128.0,1024,2.5,4.0,AMD,Radeon R5 M430,1,Windows,2.2,575.0
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 980M,1,Windows,4.3,1799.0
1033,HP,EliteBook 1040,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i7 6500U,256.0,0,2.5,8.0,Intel,HD Graphics 520,0,Windows,1.43,2229.0
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,1024,1.1,4.0,Intel,HD Graphics 500,0,Chrome OS,2.2,321.99
1279,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core M 6Y30,512.0,0,0.9,8.0,Intel,HD Graphics 515,0,Windows,1.2,729.0
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7300HQ,128.0,1024,2.5,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.2,1099.0
940,Lenovo,Thinkpad X270,Ultrabook,12.5,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.36,1650.0
102,HP,Omen 15-ce007nv,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,128.0,1024,2.8,12.0,Nvidia,GeForce GTX 1050,1,Windows,2.62,1249.0
482,Dell,Latitude E5470,Notebook,14.0,1366,768,HD,0,Intel,Core i3 6100U,128.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.79,740.0
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,0,1.1,4.0,Intel,HD Graphics 500,0,Windows,1.44,292.0
968,Lenovo,Thinkpad T460,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i7 6600U,256.0,0,2.6,8.0,Intel,HD Graphics 520,0,Windows,1.7,1488.99
1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 6700HQ,128.0,1024,2.6,14.0,Nvidia,GeForce GTX 980M,1,Windows,4.6,2289.99
708,Dell,Inspiron 5577,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i5 7300HQ,0.0,1024,2.5,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.56,819.0
114,Dell,XPS 13,Ultrabook,13.3,3200,1800,QHD,1,Intel,Core i7 7560U,256.0,0,2.4,8.0,Intel,Iris Plus Graphics 640,0,Windows,1.23,1379.0
1176,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 6200U,0.0,0,2.3,8.0,AMD,Radeon R5 M330,1,Windows,2.5,788.49
603,Lenovo,ThinkPad Yoga,Convertible,13.3,1920,1080,Full HD,1,Intel,Core i7 7500U,512.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.37,2025.0
30,HP,ProBook 470,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i5 8250U,0.0,1024,1.6,8.0,Nvidia,GeForce 930MX,1,Windows,2.5,896.0
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,0.0,500,2.7,4.0,AMD,Radeon 530,1,Windows,2.1,689.0
668,Dell,Latitude E7470,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 6300U,256.0,0,2.4,8.0,Intel,HD Graphics 520,0,Windows,1.56,1229.0
809,HP,ZBook 17,Workstation,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,0,2.8,8.0,Nvidia,Quadro M2200,1,Windows,3.14,2064.9
1202,HP,Pavilion 15-BC000nv,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 6700HQ,0.0,1024,2.6,6.0,Nvidia,GeForce GTX 960M,1,Windows,2.18,799.0
471,Lenovo,Thinkpad P51,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7820HQ,256.0,0,2.9,8.0,Nvidia,Quadro M2200M,1,Windows,2.67,2090.0
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 6500U,256.0,0,2.5,14.0,Nvidia,GeForce 930M,1,Windows,2.4,1425.0
1094,HP,Probook 650,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.31,940.0
1211,Apple,"MacBook 12""",Ultrabook,12.0,2304,1440,Full HD,0,Intel,Core M,0.0,0,1.1,8.0,Intel,HD Graphics 5300,0,macOS,0.92,1163.0
722,Dell,Latitude 5580,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7300U,512.0,0,2.6,14.0,Intel,HD Graphics 620,0,Windows,1.93,1426.66
512,Lenovo,ThinkPad 13,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.44,949.0
821,Samsung,Notebook 9,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,0.81,1499.0
779,Dell,Inspiron 5567,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,14.0,AMD,Radeon R7 M445,1,Windows,2.3,1181.27
460,Lenovo,ThinkPad T470,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.65,1345.0
550,Acer,Aspire 7,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i5 7300HQ,0.0,1024,2.5,8.0,Nvidia,GeForce GTX 1050,1,Linux,2.4,798.0
180,Acer,Aspire A315-51,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,128.0,0,2.0,4.0,Intel,HD Graphics 520,0,Windows,2.1,449.0
888,Xiaomi,Mi Notebook,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Nvidia,GeForce 940MX,1,Windows,1.28,935.0
912,Dell,XPS 13,Convertible,13.3,3200,1800,QHD,1,Intel,Core i7 7Y75,512.0,0,1.3,8.0,Intel,HD Graphics 615,0,Windows,1.24,2013.1
145,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,0,2.8,8.0,Nvidia,GeForce GTX 1050M,1,Chrome OS,2.4,869.0
677,Acer,Aspire 3,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,128.0,0,2.0,4.0,Intel,HD Graphics 520,0,Linux,2.1,412.0
237,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 1060,1,Windows,3.2,1499.0
139,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,1024,1.1,4.0,Intel,HD Graphics 500,0,Chrome OS,1.9,252.36
44,Acer,Aspire A515-51G,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 8250U,256.0,0,1.6,4.0,Intel,UHD Graphics 620,0,Windows,2.2,682.0
649,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600,900,HD,0,AMD,A9-Series 9420,0.0,1024,3.0,8.0,AMD,Radeon R5,1,Windows,2.6,520.9
823,Dell,Vostro 3568,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,AMD,Radeon R5 M420,1,Windows,2.18,789.81
273,HP,Probook 470,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i7 8550U,0.0,1024,1.8,8.0,Nvidia,GeForce 930MX,1,Windows,2.5,1018.0
22,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i5 7300HQ,128.0,1024,2.5,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.5,999.0
330,Acer,Aspire 5,Notebook,15.6,1366,768,HD,0,AMD,A12-Series 9720P,256.0,0,2.7,8.0,AMD,Radeon RX 540,1,Windows,2.2,659.0
77,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,0.0,1024,2.8,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.2,949.0
319,Asus,VivoBook Flip,Convertible,11.6,1366,768,HD,1,Intel,Celeron Dual Core N3350,0.0,0,1.1,2.0,Intel,HD Graphics 500,0,Windows,1.1,275.0
51,Lenovo,Yoga Book,Convertible,10.1,1920,1200,Full HD,1,Intel,Atom x5-Z8550,0.0,0,1.44,4.0,Intel,HD Graphics 400,0,Chrome OS,0.69,319.0
986,Dell,Alienware 17,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 6700HQ,256.0,1024,2.6,14.0,Nvidia,GeForce GTX 1070,1,Windows,4.42,2787.0
1260,Acer,Aspire ES1-572,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,500,2.0,4.0,Intel,HD Graphics 520,0,Linux,2.4,361.8
26,Dell,Inspiron 3567,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,Intel,HD Graphics 520,0,Windows,2.3,418.64
263,MSI,GT73EVR 7RE,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,512.0,1024,2.8,14.0,Nvidia,GeForce GTX 1070,1,Windows,4.14,2499.0
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 6006U,128.0,0,2.0,4.0,Intel,HD Graphics 520,0,Windows,2.2,499.0
335,Dell,XPS 15,Notebook,15.6,3840,2160,4K UHD,1,Intel,Core i7 7700HQ,640.0,0,2.8,14.0,Nvidia,GeForce GTX 1050,1,Windows,2.06,2639.0
1286,HP,Stream 11-Y000na,Netbook,11.6,1366,768,HD,0,Intel,Celeron Dual Core N3060,0.0,0,1.6,2.0,Intel,HD Graphics 400,0,Windows,1.17,209.0
932,Dell,Inspiron 7567,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,128.0,1024,2.8,14.0,Nvidia,GeForce GTX 1050 Ti,1,Windows,2.6,1349.0
800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920,1080,Full HD,0,Intel,Celeron Dual Core N3350,0.0,0,1.1,4.0,Intel,HD Graphics 500,0,Windows,1.22,202.9
1320,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3050,0.0,500,1.6,4.0,Intel,HD Graphics,0,Windows,2.2,369.0
721,Asus,VivoBook E403NA,Notebook,14.0,1920,1080,Full HD,0,Intel,Celeron Dual Core N3350,0.0,0,1.1,4.0,Intel,HD Graphics 500,0,Windows,1.5,298.0
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,AMD,Radeon 520,1,Windows,2.1,469.0
220,Dell,Inspiron 5370,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,0,1.8,8.0,AMD,Radeon 530,1,Windows,1.4,931.88
1289,Lenovo,Yoga 900-13ISK,Convertible,13.3,3200,1800,QHD,1,Intel,Core i7 6500U,512.0,0,2.5,14.0,Intel,HD Graphics 520,0,Windows,1.3,1499.0
864,Lenovo,ThinkPad T470p,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,0,2.8,8.0,Nvidia,GeForce GT 940MX,1,Windows,1.96,1903.0
877,Toshiba,Portg Z30-C-188,Ultrabook,13.3,1366,768,HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.2,1095.0
369,HP,250 G6,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.86,639.0
728,Lenovo,ThinkPad X1,Ultrabook,14.0,2560,1440,QHD,0,Intel,Core i7 6500U,512.0,0,2.5,8.0,Intel,HD Graphics 520,0,Windows,1.17,1686.64
226,Lenovo,Yoga 520-14IKB,Convertible,14.0,1920,1080,Full HD,0,Intel,Core i5 8250U,256.0,0,1.6,8.0,Intel,UHD Graphics 620,0,Windows,1.74,899.0
1035,Toshiba,Portg Z30-C-16K,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.2,1590.0
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 6700HQ,128.0,1024,2.6,14.0,Nvidia,GeForce GTX 980M,1,Windows,4.3,2299.0
1197,HP,ProBook 450,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6100U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.07,650.0
1146,Lenovo,ThinkPad P40,Convertible,14.0,1920,1080,Full HD,1,Intel,Core i7 6600U,512.0,0,2.6,8.0,Nvidia,Quadro M500M,1,Windows,1.8,2050.38
1102,Lenovo,ThinkPad T460,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 6200U,180.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.7,1199.0
623,Dell,Vostro 3568,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,128.0,0,2.5,4.0,AMD,Radeon R5 M420,1,Linux,2.18,569.0
448,Dell,Inspiron 5570,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 8250U,256.0,0,1.6,4.0,AMD,Radeon 530,1,Windows,2.2,749.0
1153,Dell,Inspiron 5567,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,AMD,Radeon R7 M445,1,Windows,2.5,784.0
1249,Razer,Blade Pro,Gaming,14.0,1920,1080,Full HD,0,Intel,Core i7 7700HQ,640.0,0,2.8,14.0,Nvidia,GeForce GTX 1060,1,Windows,1.95,2787.0
456,Microsoft,Surface Laptop,Ultrabook,13.5,2256,1504,Full HD,1,Intel,Core i7 7660U,512.0,0,2.5,14.0,Intel,Iris Plus Graphics 640,0,Windows,1.25,2589.0
520,Dell,Inspiron 5570,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,2048,1.8,14.0,AMD,Radeon 530,1,Windows,2.2,1219.24
975,Lenovo,ThinkPad X270,Ultrabook,12.5,1920,1080,Full HD,0,Intel,Core i5 7300U,256.0,0,2.6,8.0,Intel,HD Graphics 620,0,Windows,1.36,1760.0
276,Asus,Rog Strix,Gaming,17.3,1920,1080,Full HD,0,AMD,Ryzen 1700,256.0,1024,3.0,14.0,AMD,Radeon RX 580,1,Windows,3.2,1549.0
778,Acer,Aspire A315-31,Notebook,15.6,1366,768,HD,0,Intel,Pentium Quad Core N4200,0.0,1024,1.1,4.0,Intel,HD Graphics 505,0,Linux,2.1,298.0
627,HP,ProBook 650,Notebook,14.0,1366,768,HD,0,Intel,Core i5 7300U,256.0,0,2.6,8.0,Intel,HD Graphics 620,0,Windows,2.31,1124.0
103,HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,8.0,AMD,Radeon 530,1,Windows,1.91,719.0
395,Lenovo,ThinkPad X1,Convertible,14.0,2560,1440,QHD,1,Intel,Core i7 7500U,512.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,1.42,2509.0
647,Dell,XPS 15,Notebook,15.6,3840,2160,4K UHD,1,Intel,Core i7 7700HQ,640.0,0,2.8,14.0,Nvidia,GeForce GTX 1050,1,Windows,2.06,2399.0
788,Asus,Vivobook Max,Notebook,15.6,1920,1080,Full HD,0,Intel,Pentium Dual Core N4200,128.0,0,1.1,8.0,Intel,HD Graphics 505,0,Windows,2.0,581.9
1311,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 6700HQ,0.0,1024,2.6,8.0,Nvidia,GeForce GTX 960M,1,Windows,2.6,899.0
1057,Lenovo,Thinkpad L560,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,2.3,1049.6
135,Acer,Swift 3,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,0,1.8,8.0,Intel,UHD Graphics 620,0,Windows,1.6,884.0
441,Lenovo,Thinkpad P51,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7820HQ,512.0,0,2.9,14.0,Nvidia,Quadro M2200M,1,Windows,2.5,2449.0
130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366,768,HD,0,AMD,E-Series 6110,64.0,0,1.5,4.0,AMD,Radeon R2,1,Windows,1.65,277.99
1022,HP,ProBook 440,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Nvidia,GeForce 930MX,1,Windows,1.64,1049.26
768,Acer,Aspire 3,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7200U,256.0,0,2.5,4.0,Intel,HD Graphics 620,0,Windows,2.1,599.0
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i5 7300HQ,0.0,1024,2.5,8.0,Nvidia,GeForce GTX 1050,1,Linux,2.4,709.0
628,Lenovo,ThinkPad T470,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.65,1465.0
521,Xiaomi,Mi Notebook,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,0,1.8,14.0,Nvidia,GeForce MX150,1,Chrome OS,1.95,1399.95
957,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1366,768,HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,2.2,1119.0
357,HP,Elitebook 850,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.84,1304.0
963,Acer,Chromebook 14,Notebook,14.0,1366,768,HD,0,Intel,Celeron Dual Core N3060,0.0,0,1.6,4.0,Intel,HD Graphics 400,0,Chrome OS,1.68,349.0
695,Dell,Inspiron 3567,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,AMD,Radeon R5 M430,1,Windows,2.2,545.67
35,Apple,MacBook Air,Ultrabook,13.3,1440,900,HD,0,Intel,Core i5,0.0,0,1.6,8.0,Intel,HD Graphics 6000,0,macOS,1.35,998.0
614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,1024,2.5,6.0,Intel,HD Graphics 620,0,Windows,2.4,564.0
288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,6.0,Intel,HD Graphics 620,0,Windows,2.2,579.0
1141,Lenovo,Yoga Book,Convertible,10.1,1920,1200,Full HD,1,Intel,Atom x5-Z8550,0.0,0,1.44,4.0,Intel,HD Graphics 400,0,Windows,0.69,479.0
549,HP,Envy 13-AB020nr,Ultrabook,13.3,3200,1800,QHD,0,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.34,1145.0
1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core i7 7500U,512.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,1.05,2226.0
62,Dell,Vostro 5471,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i5 8250U,256.0,0,1.6,8.0,Intel,UHD Graphics 620,0,Windows,1.7,879.0
656,Toshiba,Portege Z30-C-16J,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.2,1213.0
882,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,AMD,Radeon R5 M430,1,Chrome OS,2.2,479.0
1041,HP,ProBook 640,Notebook,14.0,1366,768,HD,0,Intel,Core i5 7200U,0.0,500,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.95,1060.0
529,Dell,Latitude 5480,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 7300U,256.0,0,2.6,8.0,Intel,HD Graphics 620,0,Windows,1.64,1279.73
703,Acer,TravelMate B117-M,Netbook,11.6,1366,768,HD,0,Intel,Celeron Dual Core N3050,0.0,0,1.6,4.0,Intel,HD Graphics,0,Windows,1.4,269.0
838,Acer,Swift 3,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i3 7100U,128.0,0,2.4,8.0,Intel,HD Graphics 620,0,Windows,1.5,619.0
462,Dell,Inspiron 3168,Convertible,11.6,1366,768,HD,1,Intel,Pentium Quad Core N3710,0.0,500,1.6,4.0,Intel,HD Graphics 405,0,Windows,1.47,479.0
1098,HP,Spectre x360,Ultrabook,13.3,3840,2160,4K UHD,0,Intel,Core i7 7500U,512.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,1.3,2049.0
89,HP,250 G6,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.96,598.99
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366,768,HD,0,Intel,Core i7 7500U,256.0,0,2.7,4.0,Intel,HD Graphics 620,0,Windows,2.37,849.9
1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 6820HK,256.0,0,2.7,14.0,Nvidia,GeForce GTX 980M,1,Windows,4.6,2749.99
267,HP,ProBook 450,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 8250U,0.0,500,1.6,4.0,Intel,HD Graphics 620,0,Windows,2.1,722.0
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,1024,2.7,8.0,Intel,HD Graphics 620,0,Windows,2.0,1334.0
434,Dell,Latitude 5480,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i7 7600U,256.0,0,2.8,8.0,Intel,HD Graphics 620,0,Linux,1.6,1099.0
998,Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366,768,HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,1.75,915.0
372,Dell,Inspiron 5770,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i5 8250U,128.0,1024,1.6,8.0,AMD,Radeon 530,1,Windows,2.8,1085.0
1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Chrome OS,2.3,573.0
910,Dell,Vostro 3568,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,AMD,Radeon R5 M420X,1,Windows,2.18,614.0
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,2560,1440,QHD,0,Intel,Core i7 7700HQ,512.0,0,2.8,8.0,Nvidia,GeForce GT 940MX,1,Windows,1.7,1943.0
